id	stopCount	streetCount	wkt	hadRemoved
22	0	2	POLYGON ((-2.709696652734499 42.80224638983557, -2.7097084090091763 42.802275383967384, -2.709710630211347 42.802306591914046, -2.7097030989142663 42.802336958824306, -2.7096865523337668 42.80236351217339, -2.709662610164434 42.8023836527345, -2.709633616032617 42.80239540900918, -2.7096024080859524 42.802397630211345, -2.7095720411756985 42.802390098914266, -2.709545487826609 42.80237355233377, -2.7095253472655014 42.802349610164434, -2.7092844472655013 42.80194981016443, -2.709272690990824 42.80192081603261, -2.7092704697886534 42.80188960808595, -2.709278001085734 42.80185924117569, -2.7092945476662336 42.801832687826604, -2.7093184898355664 42.8018125472655, -2.7093474839673832 42.80180079099082, -2.709378691914048 42.80179856978865, -2.709409058824302 42.80180610108573, -2.709435612173391 42.80182264766623, -2.709455752734499 42.80184658983556, -2.709696652734499 42.80224638983557))	true
23	0	14	POLYGON ((-1.9560466 43.3142265, -1.9581226 43.3142909, -1.9622822 43.3155684, -1.9609954 43.3157266, -1.9603993 43.315623, -1.9591846 43.3153856, -1.956347 43.3143611, -1.9560466 43.3142265))	true
24	0	14	POLYGON ((-2.3901579 43.0292684, -2.3988585 43.0331473, -2.393847 43.0340061, -2.3934494 43.0338202, -2.3924647 43.0332052, -2.3901579 43.0292684))	true
25	0	2	POLYGON ((-2.0744342874482427 43.136613080037385, -2.0744038665256506 43.1366203901087, -2.074372675572719 43.136617941817605, -2.0743437677772403 43.13660597481988, -2.0743199728356485 43.13658566052863, -2.074303619962616 43.13655898744824, -2.074296309891292 43.13652856652565, -2.074298758182391 43.136497375572716, -2.07431072518012 43.13646846777724, -2.0743310394713643 43.136444672835644, -2.0743577125517576 43.13642831996261, -2.0824430125517575 43.13307731996262, -2.0824734334743495 43.1330700098913, -2.082504624427281 43.1330724581824, -2.08253353222276 43.13308442518012, -2.0825573271643516 43.13310473947137, -2.082573680037384 43.13313141255176, -2.082580990108708 43.133161833474354, -2.0825785418176093 43.133193024427285, -2.08256657481988 43.13322193222276, -2.082546260528636 43.13324572716436, -2.0825195874482425 43.13326208003739, -2.0744342874482427 43.136613080037385))	true
26	0	2	POLYGON ((-2.48810183707857 43.1796917593723, -2.4880707517891936 43.17969530542059, -2.4880400921329864 43.17968907203023, -2.4880128592907167 43.179673669368896, -2.4879917190027285 43.179650605156404, -2.4879787406277027 43.17962213707857, -2.4879751945794126 43.17959105178919, -2.4879814279697716 43.179560392132984, -2.4879968306311007 43.17953315929071, -2.4880198948435925 43.17951201900272, -2.4880483629214303 43.1794990406277, -2.48812116292143 43.1794788406277, -2.4881522482108065 43.17947529457941, -2.4881829078670137 43.17948152796977, -2.4882101407092834 43.1794969306311, -2.4882312809972715 43.179519994843595, -2.4882442593722973 43.17954846292143, -2.4882478054205874 43.17957954821081, -2.4882415720302284 43.179610207867015, -2.4882261693688994 43.179637440709286, -2.4882031051564075 43.17965858099728, -2.48817463707857 43.1796715593723, -2.48810183707857 43.1796917593723))	true
27	0	8	POLYGON ((-2.4089219 43.031984, -2.4091088 43.032037, -2.4090472 43.0321713, -2.4088811 43.0322008, -2.4086745 43.0320483, -2.4086958 43.0320021, -2.4089219 43.031984))	true
28	0	28	POLYGON ((-1.4943848 43.4350378, -1.4933144 43.4497962, -1.4902682 43.4454254, -1.4895457 43.443946, -1.4889225 43.4426523, -1.4886068 43.4390361, -1.4943848 43.4350378))	true
29	0	2	POLYGON ((-1.53303816542302 43.46634260142887, -1.5330690928449713 43.46634733051394, -1.533097045203497 43.46636138524008, -1.53311928632699 43.46638338983278, -1.533133639099319 43.46641119032919, -1.533138698571127 43.46644206542302, -1.5331339694860624 43.46647299284497, -1.5331199147599202 43.4665009452035, -1.5330979101672206 43.46652318632699, -1.533070109670812 43.46653753909932, -1.53303923457698 43.46654259857113, -1.52538843457698 43.46658349857113, -1.5253575071550287 43.46657876948606, -1.525329554796503 43.466564714759926, -1.52530731367301 43.466542710167225, -1.525292960900681 43.46651490967081, -1.525287901428873 43.466484034576986, -1.5252926305139376 43.46645310715503, -1.5253066852400798 43.466425154796504, -1.5253286898327794 43.466402913673015, -1.525356490329188 43.46638856090068, -1.52538736542302 43.46638350142887, -1.53303816542302 43.46634260142887))	true
30	0	6	POLYGON ((-1.9544936 43.2959432, -1.9545512 43.2961601, -1.9541523 43.2961953, -1.9541056 43.2959476, -1.9544936 43.2959432))	true
31	0	40	POLYGON ((-1.5764219 43.4308687, -1.5760094 43.4472028, -1.5553015 43.4524214, -1.5512656 43.4460464, -1.5764219 43.4308687))	true
32	0	51	POLYGON ((-2.9415136 43.254305, -2.9417622 43.2543141, -2.9420185 43.2543433, -2.9423317 43.2543928, -2.9431837 43.2546288, -2.943648 43.2548589, -2.9436385 43.2551795, -2.9422017 43.255646, -2.9414089 43.255651, -2.9406725 43.2556366, -2.9396794 43.2550064, -2.9404915 43.254461, -2.9406236 43.2543973, -2.9407975 43.2543506, -2.9410822 43.2543185, -2.9412891 43.254306, -2.9415136 43.254305))	true
33	0	2	POLYGON ((-2.3177254399600242 43.10160847561592, -2.317714438182897 43.101579186871085, -2.317713025590968 43.10154793188335, -2.3177213404585775 43.10151777010869, -2.3177385688685503 43.10149165399175, -2.317763024384081 43.10147213996002, -2.3177923131289186 43.1014611381829, -2.317823568116651 43.10145972559097, -2.317853729891312 43.10146804045858, -2.31787984600825 43.10148526886855, -2.317899360039976 43.10150972438409, -2.318334860039976 43.10227672438408, -2.318345861817103 43.10230601312892, -2.318347274409032 43.10233726811665, -2.3183389595414226 43.10236742989131, -2.3183217311314497 43.10239354600825, -2.318297275615919 43.10241306003998, -2.3182679868710814 43.1024240618171, -2.318236731883349 43.10242547440903, -2.318206570108688 43.102417159541424, -2.31818045399175 43.10239993113145, -2.318160939960024 43.102375475615915, -2.3177254399600242 43.10160847561592))	true
34	0	8	POLYGON ((-2.6528815 42.8510507, -2.6538384 42.8511739, -2.6537358 42.8528021, -2.6526202 42.8519004, -2.6528815 42.8510507))	true
35	0	2	POLYGON ((-2.401938361107048 43.22983766804318, -2.401909123463471 43.22982653117324, -2.401884758294103 43.22980690445176, -2.4018676506314836 43.22978070907901, -2.401859475092827 43.22975050924057, -2.401861031956818 43.22971926110704, -2.4018721688267624 43.22969002346347, -2.401891795548235 43.2296656582941, -2.4019179909209902 43.22964855063148, -2.4019481907594296 43.22964037509282, -2.4019794388929516 43.22964193195681, -2.4091536388929518 43.231147531956815, -2.409182876536529 43.23115866882676, -2.409207241705897 43.23117829554823, -2.4092243493685164 43.23120449092099, -2.409232524907173 43.23123469075943, -2.409230968043182 43.23126593889295, -2.4092198311732376 43.23129517653653, -2.409200204451765 43.23131954170589, -2.4091740090790097 43.231336649368515, -2.4091438092405704 43.231344824907175, -2.4091125611070483 43.23134326804318, -2.401938361107048 43.22983766804318))	true
36	0	2	POLYGON ((-1.9915055992305208 43.296499572444866, -1.9915346552891482 43.296511174820964, -1.9915587039116538 43.296531188152265, -1.9915753910513103 43.29655765339445, -1.991583083254622 43.29658797994524, -1.9915810275551338 43.29661919923052, -1.9915694251790348 43.29664825528915, -1.991549411847736 43.296672303911656, -1.9915229466055457 43.29668899105131, -1.991492620054764 43.29669668325462, -1.991461400769479 43.296694627555134, -1.972072600769479 43.292301227555136, -1.9720435447108517 43.29228962517904, -1.9720194960883461 43.292269611847736, -1.9720028089486896 43.29224314660555, -1.971995116745378 43.292212820054765, -1.9719971724448662 43.29218160076948, -1.9720087748209651 43.29215254471085, -1.972028788152264 43.292128496088345, -1.9720552533944542 43.29211180894869, -1.972085579945236 43.29210411674538, -1.9721167992305209 43.29210617244487, -1.9915055992305208 43.296499572444866))	true
37	0	2	POLYGON ((-2.9534747551193954 43.26453632474044, -2.953443545769843 43.26453412333756, -2.9534145441854833 43.264522385459614, -2.953390589243459 43.264502260091874, -2.9533740258203993 43.26447571724555, -2.9533664752595574 43.26444535511939, -2.9533686766624365 43.26441414576984, -2.9533804145403844 43.26438514418548, -2.953400539908125 43.26436118924346, -2.953427082754443 43.2643446258204, -2.9534574448806046 43.264337075259554, -2.9552116448806047 43.26418467525956, -2.955242854230157 43.264186876662436, -2.955271855814517 43.26419861454038, -2.955295810756541 43.264218739908124, -2.955312374179601 43.264245282754445, -2.9553199247404427 43.264275644880605, -2.9553177233375636 43.264306854230156, -2.9553059854596158 43.264335855814515, -2.955285860091875 43.26435981075654, -2.9552593172455572 43.2643763741796, -2.9552289551193955 43.26438392474044, -2.9534747551193954 43.26453632474044))	true
38	0	2	POLYGON ((-2.185721158350858 43.03221839898869, -2.185690108434165 43.03222224246986, -2.185659390507566 43.03221630288573, -2.185632011455742 43.03220116164419, -2.1856106513310456 43.03217830087546, -2.185597401011307 43.03214995835086, -2.185593557530143 43.032118908434164, -2.1855994971142683 43.032088190507565, -2.185614638355806 43.032060811455736, -2.185637499124539 43.032039451331045, -2.1856658416491426 43.032026201011305, -2.186851341649142 43.03168500101131, -2.186882391565835 43.031681157530144, -2.186913109492434 43.03168709711427, -2.186940488544258 43.03170223835581, -2.1869618486689544 43.03172509912454, -2.186975098988693 43.031753441649144, -2.186978942469857 43.03178449156584, -2.1869730028857317 43.031815209492436, -2.186957861644194 43.031842588544265, -2.186935000875461 43.031863948668956, -2.1869066583508574 43.031877198988695, -2.185721158350858 43.03221839898869))	true
39	1	4	POLYGON ((-2.50063960934 43.1845500326, -2.5003644 43.1852836, -2.5001434 43.1850231, -2.4997163 43.1847278, -2.50063960934 43.1845500326))	true
40	0	2	POLYGON ((-2.333900679462614 43.08396925507905, -2.333873802473592 43.08395323955111, -2.333853190008352 43.08392970243253, -2.3338408597586073 43.08390094770048, -2.333838018695112 43.08386979006847, -2.3338449449209566 43.083839279462616, -2.3338609604488973 43.08381240247359, -2.333884497567473 43.083791790008355, -2.333913252299524 43.08377945975861, -2.333944409931531 43.08377661869511, -2.3339749205373863 43.083783544920955, -2.3344069205373863 43.083956244920955, -2.3344337975264082 43.083972260448895, -2.334454409991648 43.083995797567475, -2.334466740241393 43.084024552299525, -2.334469581304888 43.08405570993153, -2.3344626550790437 43.08408622053739, -2.334446639551103 43.08411309752641, -2.3344231024325275 43.08413370999165, -2.3343943477004765 43.08414604024139, -2.334363190068469 43.08414888130489, -2.334332679462614 43.08414195507905, -2.333900679462614 43.08396925507905))	true
41	0	25	POLYGON ((-1.9506097 43.3178153, -1.9525012 43.3178975, -1.9513447 43.3187696, -1.9511972 43.3186857, -1.9506071 43.317868, -1.9506097 43.3178153))	true
42	0	2	POLYGON ((-2.1853677832178184 43.03366635714589, -2.1853981778671967 43.033658938590555, -2.185429377356221 43.03366127558836, -2.1854583276615256 43.03367313937767, -2.1854821949255188 43.03369336864814, -2.185498642854108 43.033719983217814, -2.185506061409443 43.03375037786719, -2.18550372441164 43.03378157735622, -2.185491860622327 43.03381052766152, -2.185471631351861 43.03383439492552, -2.185445016782182 43.03385084285411, -2.1848925167821815 43.03408214285411, -2.1848621221328033 43.034089561409445, -2.184830922643779 43.03408722441164, -2.1848019723384744 43.03407536062233, -2.1847781050744812 43.03405513135186, -2.184761657145892 43.034028516782186, -2.184754238590557 43.03399812213281, -2.18475657558836 43.03396692264378, -2.184768439377673 43.03393797233848, -2.184788668648139 43.03391410507448, -2.184815283217818 43.03389765714589, -2.1853677832178184 43.03366635714589))	true
43	0	2	POLYGON ((-2.247889029477234 43.16422104134794, -2.247911201893449 43.16419896752559, -2.24793911030061 43.164184825726416, -2.2479700228293753 43.164180000248265, -2.248000913546049 43.164184963442544, -2.248028758652054 43.164199229477234, -2.2480508324744077 43.16422140189345, -2.2480649742735794 43.164249310300605, -2.248069799751735 43.164280222829376, -2.2480648365574516 43.16431111354605, -2.248050570522766 43.16433895865205, -2.247696470522766 43.16482405865205, -2.247674298106551 43.1648461324744, -2.2476463896993897 43.16486027427358, -2.2476154771706245 43.16486509975173, -2.247584586453951 43.16486013655745, -2.2475567413479456 43.16484587052276, -2.247534667525592 43.164823698106545, -2.2475205257264204 43.16479578969939, -2.2475157002482646 43.16476487717062, -2.247520663442548 43.164733986453946, -2.2475349294772338 43.16470614134794, -2.247889029477234 43.16422104134794))	true
44	0	4	POLYGON ((-1.7913754 43.363293, -1.7917471 43.3633551, -1.7915888 43.3637391, -1.7912768 43.3642628, -1.7913754 43.363293))	true
45	0	1	POLYGON ((-2.4144004999999997 43.1131143, -2.4144053943483703 43.11308339830056, -2.4144195983005625 43.11305552147477, -2.4144417214747707 43.11303339830056, -2.4144695983005624 43.11301919434837, -2.4145005 43.113014299999996, -2.4145314016994375 43.11301919434837, -2.4145592785252292 43.11303339830056, -2.4145814016994374 43.11305552147477, -2.4145956056516296 43.11308339830056, -2.4146005 43.1131143, -2.4145956056516296 43.11314520169944, -2.4145814016994374 43.11317307852523, -2.4145592785252292 43.11319520169944, -2.4145314016994375 43.11320940565163, -2.4145005 43.1132143, -2.4144695983005624 43.11320940565163, -2.4144417214747707 43.11319520169944, -2.4144195983005625 43.11317307852523, -2.4144053943483703 43.11314520169944, -2.4144004999999997 43.1131143))	true
46	0	4	POLYGON ((-2.1644549 43.2857533, -2.165481 43.2857577, -2.1642152 43.2863046, -2.1644549 43.2857533))	true
47	0	18	POLYGON ((-2.9277144 43.2494526, -2.9283377 43.2498084, -2.9294825 43.2504662, -2.9296834 43.2505866, -2.930266 43.2511147, -2.9296707 43.2512518, -2.9292942 43.2509831, -2.9291212 43.2508553, -2.9285336 43.250418, -2.9275338 43.2496453, -2.9277144 43.2494526))	true
48	0	4	POLYGON ((-1.7530391 43.3354978, -1.753411 43.3368856, -1.7528521 43.3361135, -1.7528302 43.3356623, -1.7530391 43.3354978))	true
49	0	12	POLYGON ((-1.9090797 43.3104651, -1.9097695 43.3105118, -1.9098247 43.3108749, -1.9094085 43.3109039, -1.9089712 43.3108246, -1.9090797 43.3104651))	true
50	0	7	POLYGON ((-2.7483666 43.2294374, -2.7586425 43.2310048, -2.7551444 43.2320058, -2.7483666 43.2294374))	true
51	0	3	POLYGON ((-2.1559995 43.2802063, -2.1566939 43.2812803, -2.1566012 43.2812124, -2.1559995 43.2802063))	true
52	1	37	POLYGON ((-1.7530427 43.3367241, -1.7597261 43.3424224, -1.7600454 43.342992, -1.7599651 43.3435525, -1.75900143044432 43.343154347320684, -1.7590200308 43.3431799636, -1.7534718 43.3401458, -1.7530427 43.3367241))	false
53	0	4	POLYGON ((-2.3871445 43.3065184, -2.3872015 43.3068501, -2.3864773 43.3065451, -2.3871445 43.3065184))	true
54	0	11	POLYGON ((-2.5844136 43.1669888, -2.589523 43.1674343, -2.5877044 43.1683394, -2.5837614 43.1677531, -2.5836286 43.1677065, -2.5844136 43.1669888))	true
55	0	7	POLYGON ((-2.8849863 43.2974429, -2.8857454 43.2975134, -2.885699 43.2977705, -2.8853119 43.2977341, -2.8849386 43.2976898, -2.8846709 43.2975475, -2.8849863 43.2974429))	true
56	0	2	POLYGON ((-1.9839506248809957 43.31211839985519, -1.9839377166058025 43.31214689978686, -1.9839166331433389 43.3121700159562, -1.983889438289808 43.31218548559147, -1.9838587940669512 43.312191794417004, -1.9838277001448124 43.31218832488099, -1.9837992002131346 43.312175416605804, -1.9837760840438015 43.31215433314334, -1.9837606144085267 43.31212713828981, -1.9837543055829945 43.31209649406695, -1.983757775119004 43.31206540014481, -1.9838435751190042 43.311753200144814, -1.9838564833941974 43.31172470021314, -1.983877566856661 43.3117015840438, -1.983904761710192 43.31168611440853, -1.9839354059330487 43.311679805583, -1.9839664998551876 43.31168327511901, -1.9839949997868653 43.3116961833942, -1.9840181159561985 43.31171726685666, -1.9840335855914732 43.31174446171019, -1.9840398944170055 43.31177510593305, -1.9840364248809959 43.31180619985519, -1.9839506248809957 43.31211839985519))	true
57	0	4	POLYGON ((-2.4792441 43.1817344, -2.4792892 43.1818568, -2.4792712 43.1819318, -2.4792369 43.1818239, -2.4792441 43.1817344))	true
58	0	2	POLYGON ((-2.4124150412477277 43.02916529131075, -2.41244629168726 43.029166801179315, -2.412475546046367 43.029177894066564, -2.4124999407045506 43.02919748412338, -2.412517087742701 43.029223653738526, -2.4125253086892537 43.02925384124773, -2.412523798820681 43.02928509168726, -2.412512705933439 43.02931434604636, -2.412493115876619 43.029338740704546, -2.4124669462614756 43.0293558877427, -2.4124367587522726 43.02936410868925, -2.4114544587522726 43.029471408689254, -2.41142320831274 43.029469898820686, -2.4113939539536333 43.02945880593344, -2.4113695592954496 43.02943921587662, -2.4113524122572993 43.029413046261475, -2.4113441913107465 43.02938285875227, -2.4113457011793193 43.029351608312744, -2.4113567940665614 43.02932235395364, -2.4113763841233813 43.029297959295455, -2.4114025537385246 43.0292808122573, -2.4114327412477277 43.02927259131075, -2.4124150412477277 43.02916529131075))	true
59	0	2	POLYGON ((-2.408098222497334 43.03127124112998, -2.408072404127234 43.031253569643354, -2.4080533101877926 43.03122878474572, -2.408042809726837 43.03119931255554, -2.4080419306026477 43.03116803801614, -2.408050758870025 43.03113802249734, -2.4080684303566477 43.03111220412724, -2.408093215254281 43.0310931101878, -2.408122687444458 43.03108260972684, -2.4081539619838592 43.03108173060265, -2.4081839775026657 43.03109055887003, -2.408347477502666 43.031168158870024, -2.408373295872766 43.03118583035665, -2.4083923898122075 43.03121061525428, -2.408402890273163 43.03124008744446, -2.4084037693973523 43.03127136198386, -2.408394941129975 43.031301377502665, -2.4083772696433523 43.03132719587276, -2.408352484745719 43.031346289812205, -2.408323012555542 43.031356790273165, -2.408291738016141 43.03135766939735, -2.4082617224973344 43.031348841129976, -2.408098222497334 43.03127124112998))	true
