id	stopCount	streetCount	wkt	hadRemoved
254	0	7	POLYGON ((-1.9524497 43.3180261, -1.9525785 43.3181178, -1.9524292 43.3184347, -1.952321 43.3185881, -1.95227 43.3183851, -1.9524497 43.3180261))	true
255	0	2	POLYGON ((-1.9711246449637319 43.30986628273838, -1.9711207783992426 43.30989732978902, -1.9711075070116177 43.309925662454695, -1.9710861298967453 43.309948507336706, -1.9710587395955723 43.30996362821881, -1.9710280172616168 43.30996954496373, -1.9709969702109815 43.309965678399244, -1.9709686375453004 43.309952407011615, -1.9709457926632952 43.309931029896745, -1.9709306717811863 43.30990363959557, -1.9709247550362683 43.309872917261615, -1.9709014550362682 43.30917091726162, -1.9709053216007575 43.309139870210984, -1.9709185929883823 43.309111537545306, -1.9709399701032548 43.309088692663295, -1.9709673604044278 43.30907357178119, -1.9709980827383833 43.30906765503627, -1.9710291297890186 43.30907152160076, -1.9710574624546997 43.309084792988386, -1.971080307336705 43.309106170103256, -1.9710954282188138 43.30913356040443, -1.9711013449637318 43.30916428273839, -1.9711246449637319 43.30986628273838))	true
256	0	20	POLYGON ((-1.9625218 43.3176967, -1.9635614 43.3183528, -1.963781 43.3199798, -1.9630708 43.3206149, -1.9618751 43.3200927, -1.9625218 43.3176967))	true
257	0	2	POLYGON ((-2.413948545147866 43.2135138979189, -2.4139176125157396 43.213509203034036, -2.4138896446335982 43.21349517922419, -2.4138673791926095 43.213473199237576, -2.413852995689269 43.213445414628424, -2.4138479020811006 43.21341454514786, -2.4138525969659606 43.21338361251574, -2.4138666207758073 43.213355644633594, -2.413888600762424 43.213333379192605, -2.4139163853715764 43.21331899568927, -2.4139472548521343 43.2133139020811, -2.4140712548521344 43.213313102081095, -2.4141021874842608 43.21331779696596, -2.414130155366402 43.21333182077581, -2.414152420807391 43.21335380076242, -2.414166804310731 43.21338158537157, -2.4141718979188997 43.21341245485213, -2.4141672030340398 43.213443387484254, -2.414153179224193 43.2134713553664, -2.4141311992375765 43.21349362080739, -2.414103414628424 43.213508004310725, -2.414072545147866 43.2135130979189, -2.413948545147866 43.2135138979189))	true
258	0	15	POLYGON ((-2.1908686 43.0523634, -2.1909445 43.052654, -2.190313 43.0534309, -2.1891119 43.0541861, -2.1902967 43.0527663, -2.1908686 43.0523634))	true
259	0	2	POLYGON ((-1.8033473954486565 43.33562351503619, -1.8033742422101133 43.335639581183, -1.803394810285139 43.335663157102154, -1.803407086327244 43.33569193501842, -1.803409868671895 43.335723097948836, -1.8034028849638115 43.33575359544866, -1.8033868188169995 43.335780442210115, -1.803363242897848 43.33580101028514, -1.803334464981587 43.335813286327244, -1.8033033020511673 43.335816068671896, -1.8032728045513435 43.33580908496381, -1.8030785045513436 43.33573098496381, -1.8030516577898867 43.335714918817, -1.8030310897148611 43.335691342897846, -1.803018813672756 43.33566256498158, -1.8030160313281052 43.33563140205116, -1.8030230150361886 43.33560090455134, -1.8030390811830006 43.335574057789884, -1.803062657102152 43.33555348971486, -1.803091435018413 43.335541213672755, -1.8031225979488328 43.335538431328104, -1.8031530954486565 43.33554541503619, -1.8033473954486565 43.33562351503619))	true
260	0	4	POLYGON ((-2.6835698 42.8624983, -2.6839493 42.8630551, -2.6839034 42.8630713, -2.6835244 42.8625147, -2.6835698 42.8624983))	true
261	0	8	POLYGON ((-2.0162544 43.3068094, -2.0169784 43.3068768, -2.0178179 43.3075547, -2.0167593 43.3075585, -2.0162544 43.3068094))	true
262	0	6	POLYGON ((-2.1862595 43.0302383, -2.1869086 43.0303481, -2.1872786 43.030504, -2.1875067 43.0307027, -2.1868948 43.0310942, -2.1862595 43.0302383))	true
263	0	11	POLYGON ((-2.7269358 43.2120025, -2.7293555 43.2122559, -2.7299695 43.2128243, -2.7310142 43.2149059, -2.7272213 43.2129649, -2.7260118 43.2121992, -2.7269358 43.2120025))	true
264	0	6	POLYGON ((-1.9544576 43.2957306, -1.9544755 43.2958127, -1.9540864 43.2958461, -1.9540654 43.2957346, -1.9544576 43.2957306))	true
265	0	2	POLYGON ((-2.0965728965402297 43.09859746848365, -2.0965433199043124 43.098607671046175, -2.096512038086789 43.0986082345766, -2.0964821131699125 43.09859910391266, -2.096456474413046 43.098581172827345, -2.0964376315163467 43.09855619654023, -2.0964274289538305 43.09852661990431, -2.096426865423401 43.09849533808679, -2.0964359960873438 43.09846541316991, -2.0964539271726546 43.098439774413045, -2.0964789034597704 43.09842093151635, -2.0967364034597704 43.09828383151635, -2.0967659800956877 43.09827362895383, -2.096797261913211 43.0982730654234, -2.0968271868300876 43.09828219608734, -2.096852825586954 43.09830012717266, -2.0968716684836535 43.09832510345977, -2.0968818710461696 43.09835468009569, -2.096882434576599 43.09838596191321, -2.0968733039126564 43.09841588683009, -2.0968553728273456 43.098441525586956, -2.0968303965402297 43.09846036848365, -2.0965728965402297 43.09859746848365))	true
266	0	4	POLYGON ((-2.6844184 42.8340823, -2.6839017 42.8346963, -2.6837394 42.8347594, -2.683505 42.8347891, -2.6844184 42.8340823))	true
267	0	2	POLYGON ((-2.4957074905794454 43.12855057676577, -2.495701156386397 43.12858121575518, -2.495685664242403 43.128608397792426, -2.495662530626456 43.1286294621103, -2.495634020018068 43.1286423467866, -2.495602923234232 43.12864579057945, -2.495572284244815 43.128639456386395, -2.4955451022075743 43.1286239642424, -2.495524037889704 43.12860083062645, -2.495511153213401 43.128572320018066, -2.4955077094205547 43.12854122323423, -2.4956133094205546 43.12628572323423, -2.495619643613603 43.12625508424482, -2.495635135757597 43.126227902207575, -2.495658269373544 43.126206837889704, -2.495686779981932 43.1261939532134, -2.495717876765768 43.12619050942055, -2.495748515755185 43.126196843613606, -2.4957756977924257 43.1262123357576, -2.495796762110296 43.12623546937355, -2.495809646786599 43.126263979981935, -2.4958130905794453 43.12629507676577, -2.4957074905794454 43.12855057676577))	true
268	0	2	POLYGON ((-2.5375961680663317 43.331304549514684, -2.537620580308418 43.33132411765487, -2.5376377508424657 43.33135027185978, -2.5376459988969673 43.331380451973615, -2.537644517094881 43.33141170375655, -2.5376334504853193 43.33144096806633, -2.5376138823451315 43.331465380308416, -2.537587728140219 43.331482550842466, -2.537557548026385 43.331490798896965, -2.537526296243449 43.331489317094885, -2.5374970319336687 43.33147825048532, -2.5373337319336686 43.331385050485316, -2.537309319691582 43.33136548234513, -2.5372921491575346 43.33133932814022, -2.537283901103033 43.331309148026385, -2.5372853829051194 43.33127789624345, -2.537296449514681 43.33124863193367, -2.537316017654869 43.331224219691585, -2.5373421718597813 43.331207049157534, -2.5373723519736155 43.331198801103035, -2.5374036037565513 43.331200282905115, -2.5374328680663316 43.33121134951468, -2.5375961680663317 43.331304549514684))	true
269	0	2	POLYGON ((-1.95645218299782 43.31982735605127, -1.9564478592930898 43.31985834274602, -1.9564341717902547 43.31988647674574, -1.9564124603174582 43.31990900409852, -1.9563848501449306 43.3199237196701, -1.9563540439487304 43.31992918299782, -1.9563230572539807 43.31992485929309, -1.956294923254261 43.31991117179025, -1.9562723959014847 43.31988946031746, -1.956257680329899 43.31986185014493, -1.9562522170021799 43.31983104394873, -1.9562495170021799 43.31968464394873, -1.95625384070691 43.31965365725398, -1.9562675282097453 43.31962552325427, -1.9562892396825418 43.319602995901484, -1.9563168498550694 43.3195882803299, -1.9563476560512696 43.319582817002185, -1.9563786427460192 43.319587140706915, -1.956406776745739 43.31960082820975, -1.9564293040985152 43.31962253968254, -1.956444019670101 43.31965014985507, -1.95644948299782 43.31968095605127, -1.95645218299782 43.31982735605127))	true
270	0	4	POLYGON ((-2.6613798 42.840335, -2.662046 42.8406125, -2.6616083 42.8406503, -2.6613798 42.840335))	true
271	0	5	POLYGON ((-2.1889255 43.0306686, -2.1889952 43.0308882, -2.1884373 43.0313588, -2.1881691 43.0312451, -2.1889255 43.0306686))	true
272	0	2	POLYGON ((-2.262755705467888 43.186493914714674, -2.2627840329897575 43.18648063235122, -2.262815078540054 43.186476753758576, -2.2628458031640064 43.18648265860041, -2.2628731993213522 43.18649776886966, -2.2628945852853297 43.18652060546789, -2.2629078676487806 43.18654893298976, -2.262911746241426 43.18657997854006, -2.262905841399594 43.18661070316401, -2.262890731130345 43.18663809932136, -2.2628678945321123 43.18665948528533, -2.260362694532112 43.18835698528533, -2.2603343670102425 43.188370267648786, -2.260303321459946 43.18837414624143, -2.2602725968359936 43.188368241399594, -2.2602452006786478 43.18835313113035, -2.2602238147146703 43.188330294532115, -2.2602105323512194 43.18830196701025, -2.260206653758574 43.188270921459946, -2.260212558600406 43.188240196836, -2.260227668869655 43.18821280067865, -2.2602505054678876 43.18819141471467, -2.262755705467888 43.186493914714674))	true
273	0	2	POLYGON ((-2.6787470404650375 42.86689033258166, -2.678778295845724 42.8668889287112, -2.6788084552990243 42.86689725199485, -2.678834566607517 42.86691448769161, -2.6788540738143984 42.8669389486514, -2.6788650674183443 42.86696824046504, -2.6788664712888037 42.866999495845725, -2.6788581480051543 42.86702965529903, -2.678840912308392 42.86705576660752, -2.6788164513486032 42.8670752738144, -2.6787871595349624 42.867086267418344, -2.6778748595349624 42.86727306741834, -2.677843604154276 42.8672744712888, -2.6778134447009756 42.86726614800515, -2.677787333392483 42.86724891230839, -2.6777678261856015 42.8672244513486, -2.6777568325816556 42.86719515953496, -2.677755428711196 42.867163904154275, -2.6777637519948456 42.86713374470097, -2.677780987691608 42.86710763339248, -2.6778054486513967 42.8670881261856, -2.6778347404650376 42.867077132581656, -2.6787470404650375 42.86689033258166))	true
274	0	7	POLYGON ((-2.5168648 42.938637, -2.5264097 42.9440537, -2.5285485 42.9593064, -2.5269392 42.9593221, -2.5168648 42.938637))	true
275	0	2	POLYGON ((-2.1943629622081557 43.044277989346156, -2.1943922176219424 43.04426689924073, -2.194423468204906 43.04426539234374, -2.19445365493225 43.04427361616076, -2.194479822916779 43.04429076568728, -2.194499410653844 43.04431516220815, -2.1945105007592653 43.044344417621936, -2.194512007656255 43.0443756682049, -2.1945037838392367 43.04440585493224, -2.194486634312719 43.04443202291677, -2.1944622377918446 43.04445161065384, -2.1932887377918444 43.04512261065384, -2.193259482378058 43.045133700759266, -2.193228231795094 43.04513520765626, -2.19319804506775 43.04512698383924, -2.193171877083221 43.04510983431272, -2.1931522893461564 43.04508543779185, -2.193141199240735 43.04505618237806, -2.193139692343745 43.0450249317951, -2.1931479161607634 43.044994745067754, -2.193165065687281 43.044968577083225, -2.1931894622081556 43.04494898934616, -2.1943629622081557 43.044277989346156))	true
276	0	6	POLYGON ((-2.0005819 43.3141069, -2.0010825 43.3144945, -2.0006185 43.3147293, -2.0005819 43.3141069))	true
277	0	4	POLYGON ((-2.57702 42.9637704, -2.578801 42.9641943, -2.5792623 42.9651051, -2.5773311 42.9645948, -2.57702 42.9637704))	true
278	0	4	POLYGON ((-2.971995 43.2775568, -2.972061 43.2776062, -2.9719065 43.2777013, -2.9718475 43.2776564, -2.971995 43.2775568))	true
279	0	2	POLYGON ((-2.3043522326551322 42.94458936366317, -2.3043227662006003 42.94459988020877, -2.3042914921456923 42.94460077640278, -2.3042614718128016 42.94459196451948, -2.304235643801275 42.94457430712742, -2.304216536336836 42.94454953265513, -2.3042060197912324 42.9445200662006, -2.304205123597222 42.94448879214569, -2.304213935480518 42.944458771812805, -2.304231592872587 42.944432943801274, -2.304256367344868 42.944413836336835, -2.3077553673448676 42.942502836336836, -2.3077848337993996 42.942492319791235, -2.3078161078543076 42.942491423597225, -2.3078461281871983 42.94250023548052, -2.3078719561987247 42.94251789287259, -2.3078910636631638 42.942542667344874, -2.3079015802087675 42.9425721337994, -2.307902476402778 42.942603407854314, -2.307893664519482 42.9426334281872, -2.3078760071274127 42.94265925619873, -2.307851232655132 42.94267836366317, -2.3043522326551322 42.94458936366317))	true
280	0	2	POLYGON ((-1.4727234830269054 43.47829032322193, -1.4727261406772558 43.47832149703415, -1.4727190350151822 43.47835196635053, -1.4727028615923967 43.478378748622085, -1.472679203576208 43.47839922221347, -1.4726503767780759 43.47841138302691, -1.4726192029658498 43.47841404067726, -1.472588733649471 43.47840693501519, -1.4725619513779187 43.4783907615924, -1.4725414777865358 43.47836710357621, -1.4725293169730946 43.478338276778075, -1.4596123169730946 43.426036776778076, -1.4596096593227441 43.42600560296585, -1.4596167649848177 43.42597513364947, -1.4596329384076032 43.42594835137792, -1.459656596423792 43.425927877786535, -1.459685423221924 43.425915716973094, -1.4597165970341501 43.425913059322745, -1.459747066350529 43.42592016498482, -1.4597738486220813 43.4259363384076, -1.4597943222134642 43.42595999642379, -1.4598064830269053 43.42598882322193, -1.4727234830269054 43.47829032322193))	true
281	0	2	POLYGON ((-2.3274468553293843 43.08110271228008, -2.3274277099124103 43.08107796712534, -2.327417148212182 43.08104851682547, -2.3274162040815063 43.08101724418101, -2.327424969938471 43.08098721037629, -2.327442587719921 43.08096135532938, -2.327467332874659 43.08094220991241, -2.327496783174528 43.08093164821218, -2.3275280558189855 43.0809307040815, -2.3275580896237025 43.08093946993847, -2.3275839446706152 43.080957087719916, -2.3324857446706155 43.08557158771992, -2.3325048900875895 43.08559633287466, -2.3325154517878177 43.08562578317453, -2.3325163959184936 43.085657055818984, -2.332507630061529 43.085687089623704, -2.3324900122800787 43.08571294467062, -2.332465267125341 43.08573209008759, -2.332435816825472 43.08574265178782, -2.3324045441810144 43.085743595918494, -2.3323745103762974 43.085734830061526, -2.3323486553293846 43.08571721228008, -2.3274468553293843 43.08110271228008))	true
282	0	2	POLYGON ((-2.505851282528148 43.06639238357136, -2.5058518076269753 43.06636110108512, -2.5058619738455112 43.06633151193719, -2.5058807860434533 43.066306512519546, -2.505906402751794 43.066288549949356, -2.5059363164286395 43.066279382528144, -2.5059675989148786 43.06627990762697, -2.505997188062801 43.06629007384551, -2.5060221874804482 43.06630888604345, -2.5060401500506395 43.06633450275179, -2.506049317471852 43.066364416428634, -2.506134517471852 43.066967716428636, -2.5061339923730244 43.066998998914876, -2.5061238261544885 43.067028588062804, -2.5061050139565464 43.06705358748045, -2.5060793972482056 43.06707155005064, -2.5060494835713603 43.06708071747185, -2.506018201085121 43.06708019237303, -2.5059886119371986 43.06707002615449, -2.5059636125195515 43.067051213956546, -2.50594564994936 43.067025597248204, -2.505936482528148 43.06699568357136, -2.505851282528148 43.06639238357136))	true
283	0	2	POLYGON ((-2.5601516313719284 42.887305141153604, -2.560182660754854 42.88730914703295, -2.5602109335668874 42.88732254545725, -2.560233682268198 42.88734402489539, -2.560248680057402 42.88737148279031, -2.560254458846397 42.88740223137193, -2.560250452967052 42.887433260754854, -2.560237054542748 42.88746153356689, -2.5602155751046087 42.887484282268204, -2.560188117209695 42.887499280057405, -2.5601573686280714 42.8875050588464, -2.5546308686280716 42.8876636588464, -2.554599839245146 42.88765965296705, -2.5545715664331126 42.88764625454275, -2.554548817731802 42.88762477510461, -2.554533819942598 42.887597317209696, -2.554528041153603 42.887566568628074, -2.5545320470329482 42.88753553924515, -2.554545445457252 42.88750726643311, -2.5545669248953913 42.8874845177318, -2.554594382790305 42.8874695199426, -2.5546251313719286 42.8874637411536, -2.5601516313719284 42.887305141153604))	true
284	0	2	POLYGON ((-2.9766507649801617 43.27665270116493, -2.9766392823048067 43.276623597593996, -2.9766373551295997 43.276592370111395, -2.9766451720998774 43.27656207548068, -2.976661968036125 43.2765356791514, -2.9766860988350783 43.27651576498016, -2.976715202406007 43.276504282304806, -2.9767464298886117 43.2765023551296, -2.97677672451932 43.27651017209988, -2.976803120848604 43.27652696803613, -2.9768230350198386 43.27655109883508, -2.9778392350198386 43.27827409883508, -2.9778507176951936 43.27830320240601, -2.9778526448704006 43.27833442988861, -2.977844827900123 43.27836472451932, -2.9778280319638752 43.2783911208486, -2.977803901164922 43.27841103501984, -2.977774797593993 43.2784225176952, -2.9777435701113886 43.2784244448704, -2.97771327548068 43.27841662790012, -2.9776868791513964 43.278399831963874, -2.9776669649801617 43.278375701164926, -2.9766507649801617 43.27665270116493))	true
285	0	3	POLYGON ((-2.6121397 43.1539922, -2.6127572 43.155526, -2.6127756 43.1556346, -2.6121397 43.1539922))	true
286	0	3	POLYGON ((-2.4920753 43.0631284, -2.4921135 43.0633259, -2.4919314 43.063196, -2.4920753 43.0631284))	true
287	0	2	POLYGON ((-1.9531210441139022 43.31862184684329, -1.953140804645598 43.31859759006978, -1.9531670937832768 43.31858062684738, -1.953197338162975 43.31857261765449, -1.953228577254083 43.31857434648671, -1.9532577531567072 43.3185856441139, -1.9532820099302188 43.3186054046456, -1.9532989731526194 43.318631693783274, -1.9533069823455105 43.318661938162975, -1.9533052535132889 43.31869317725408, -1.9532939558860978 43.31872235315671, -1.9531072558860978 43.31904355315671, -1.953087495354402 43.319067809930225, -1.9530612062167232 43.319084773152625, -1.953030961837025 43.319092782345514, -1.952999722745917 43.31909105351329, -1.9529705468432927 43.3190797558861, -1.9529462900697812 43.3190599953544, -1.9529293268473806 43.31903370621673, -1.9529213176544895 43.31900346183703, -1.9529230464867111 43.31897222274592, -1.9529343441139022 43.318943046843295, -1.9531210441139022 43.31862184684329))	true
288	0	2	POLYGON ((-1.9202732015544375 43.32736719875958, -1.9202936897013883 43.32739084417158, -1.920305868252906 43.327419663480335, -1.9203085450875148 43.327450835651106, -1.9203014581779927 43.32748130933463, -1.9202853012404213 43.32750810155444, -1.920261655828422 43.327528589701394, -1.9202328365196686 43.32754076825291, -1.9202016643488975 43.32754344508752, -1.9201711906653736 43.327536358177994, -1.9201443984455624 43.327520201240425, -1.9197327984455625 43.32717370124042, -1.9197123102986118 43.32715005582842, -1.919700131747094 43.327121236519666, -1.9196974549124852 43.327090064348894, -1.9197045418220073 43.32705959066537, -1.9197206987595787 43.32703279844556, -1.919744344171578 43.327012310298606, -1.9197731634803314 43.32700013174709, -1.9198043356511025 43.32699745491248, -1.9198348093346265 43.327004541822006, -1.9198616015544376 43.327020698759576, -1.9202732015544375 43.32736719875958))	true
289	0	2	POLYGON ((-2.0953705177307462 43.09795715663706, -2.0953429925423133 43.0979720305631, -2.095312218236572 43.09797767075638, -2.095281207216987 43.09797352511549, -2.0952529950582206 43.09795999944465, -2.095230343362939 43.097938417730745, -2.0952154694368996 43.09791089254231, -2.0952098292436165 43.09788011823657, -2.0952139748845053 43.09784910721699, -2.0952275005553513 43.09782089505822, -2.0952490822692535 43.09779824336294, -2.0954220822692537 43.09766604336294, -2.0954496074576867 43.0976511694369, -2.0954803817634278 43.09764552924362, -2.095511392783013 43.09764967488451, -2.0955396049417794 43.09766320055535, -2.095562256637061 43.097684782269255, -2.0955771305631004 43.09771230745769, -2.0955827707563834 43.09774308176343, -2.0955786251154946 43.09777409278301, -2.0955650994446486 43.09780230494178, -2.0955435177307464 43.09782495663706, -2.0953705177307462 43.09795715663706))	true
290	0	2	POLYGON ((-1.9749385996471176 43.301778865662115, -1.9749336232219106 43.30180975425007, -1.9749193452616773 43.30183759324297, -1.9748971633926458 43.30185965756622, -1.974869248930707 43.30187378741012, -1.9748383343378868 43.30187859964712, -1.9748074457499252 43.30187362322191, -1.9747796067570256 43.301859345261676, -1.9747575424337782 43.30183716339265, -1.974743412589874 43.3018092489307, -1.9747386003528824 43.30177833433788, -1.9747398003528824 43.30132663433788, -1.9747447767780895 43.301295745749925, -1.9747590547383227 43.301267906757026, -1.9747812366073543 43.30124584243378, -1.9748091510692931 43.301231712589875, -1.9748400656621132 43.30122690035288, -1.9748709542500749 43.30123187677809, -1.9748987932429745 43.30124615473832, -1.9749208575662218 43.30126833660735, -1.974934987410126 43.301296251069296, -1.9749397996471176 43.301327165662116, -1.9749385996471176 43.301778865662115))	true
291	0	2	POLYGON ((-1.9025912106737086 43.31205279062691, -1.9026021228047396 43.31208211288927, -1.9026034397806777 43.312113372051904, -1.9025950326867422 43.312143508250166, -1.902577724467863 43.312169571543, -1.9025532093730975 43.31218901067371, -1.9025238871107282 43.312199922804744, -1.9024926279480958 43.31220123978068, -1.9024624917498343 43.31219283268674, -1.9024364284570008 43.31217552446787, -1.9024169893262914 43.312151009373096, -1.9023833893262914 43.312091409373096, -1.9023724771952604 43.31206208711073, -1.9023711602193223 43.3120308279481, -1.9023795673132577 43.31200069174984, -1.902396875532137 43.311974628457, -1.9024213906269025 43.31195518932629, -1.9024507128892718 43.31194427719526, -1.9024819720519042 43.311942960219326, -1.9025121082501657 43.31195136731326, -1.9025381715429992 43.311968675532135, -1.9025576106737085 43.31199319062691, -1.9025912106737086 43.31205279062691))	true
292	0	8	POLYGON ((-2.5037709 43.3617114, -2.5041002 43.3617976, -2.5037831 43.3620835, -2.5034173 43.3624078, -2.5031765 43.3620041, -2.5037709 43.3617114))	true
293	0	2	POLYGON ((-2.173455883737297 43.28058298479864, -2.1734475941598097 43.28061315353377, -2.17343038765127 43.28063928408558, -2.1734059485046187 43.2806588186136, -2.173376668993807 43.280669844942125, -2.1733454152013563 43.28067128373729, -2.173315246466229 43.280662994159805, -2.173289115914417 43.28064578765127, -2.1732695813863954 43.28062134850462, -2.1732585550578705 43.280592068993805, -2.1732571162627035 43.280560815201355, -2.1733944162627035 43.27932981520136, -2.1734027058401906 43.27929964646623, -2.1734199123487303 43.27927351591442, -2.1734443514953816 43.2792539813864, -2.173473631006193 43.279242955057875, -2.173504884798644 43.27924151626271, -2.1735350535337714 43.279249805840195, -2.173561184085583 43.27926701234873, -2.173580718613605 43.27929145149538, -2.17359174494213 43.279320731006194, -2.173593183737297 43.279351984798645, -2.173455883737297 43.28058298479864))	true
294	0	2	POLYGON ((-2.395778031363046 42.98019358401219, -2.3957995233619824 42.98021632084697, -2.3958129373992745 42.98024458625476, -2.39581696041549 42.98027561342052, -2.3958111986097728 42.980306365189065, -2.39579621598781 42.98033383136305, -2.3957734791530307 42.980355323361984, -2.395745213745239 42.980368737399274, -2.3957141865794864 42.98037276041549, -2.395683434810936 42.980366998609774, -2.395655968636954 42.98035201598781, -2.393129368636954 42.97840541598781, -2.3931078766380174 42.97838267915303, -2.3930944626007253 42.97835441374524, -2.3930904395845096 42.97832338657948, -2.393096201390227 42.978292634810934, -2.3931111840121897 42.97826516863695, -2.393133920846969 42.978243676638016, -2.3931621862547607 42.978230262600725, -2.3931932134205134 42.97822623958451, -2.3932239651890637 42.978232001390225, -2.393251431363046 42.97824698401219, -2.395778031363046 42.98019358401219))	true
295	0	2	POLYGON ((-2.7091656409392533 42.8199331579267, -2.7091968689852934 42.81993507595032, -2.7092259759200763 42.819946550096105, -2.709250112554025 42.81996645719473, -2.70926691622524 42.81999284860068, -2.709274742073304 42.82002314093925, -2.709272824049682 42.82005436898529, -2.7092613499038904 42.82008347592007, -2.709241442805265 42.820107612554025, -2.7092150513993185 42.82012441622524, -2.7091847590607463 42.8201322420733, -2.7088421590607465 42.8201651420733, -2.7088109310147064 42.82016322404968, -2.7087818240799235 42.82015174990389, -2.7087576874459747 42.82013184280527, -2.7087408837747597 42.82010545139932, -2.708733057926696 42.82007515906075, -2.7087349759503176 42.82004393101471, -2.7087464500961094 42.82001482407993, -2.708766357194735 42.81999068744597, -2.7087927486006813 42.81997388377476, -2.7088230409392535 42.8199660579267, -2.7091656409392533 42.8199331579267))	true
296	0	2	POLYGON ((-1.9740113464519293 43.30222212303893, -1.9740421359771099 43.30222767954982, -1.9740697014993724 43.30224247859224, -1.9740913447133377 43.3022650715328, -1.9741049470304255 43.30229324681708, -1.9741091769610666 43.302324246451924, -1.974103620450178 43.30235503597711, -1.97408882140776 43.30238260149937, -1.9740662284671957 43.30240424471334, -1.9740380531829214 43.302417847030426, -1.9740070535480707 43.302422076961065, -1.9737974535480707 43.30241757696107, -1.9737666640228901 43.30241202045018, -1.9737390985006276 43.30239722140776, -1.9737174552866623 43.3023746284672, -1.9737038529695745 43.30234645318292, -1.9736996230389334 43.302315453548076, -1.973705179549822 43.30228466402289, -1.97371997859224 43.30225709850063, -1.9737425715328043 43.30223545528666, -1.9737707468170786 43.30222185296957, -1.9738017464519293 43.302217623038935, -1.9740113464519293 43.30222212303893))	true
297	0	8	POLYGON ((-2.9884741 43.2779623, -2.9885761 43.2780267, -2.9886297 43.27814, -2.9886592 43.278222, -2.9886673 43.2782845, -2.9886461 43.2782825, -2.988566 43.2781535, -2.9884741 43.2779623))	true
298	0	17	POLYGON ((-1.9314311 43.3186778, -1.9328046 43.3190641, -1.9325901 43.3195512, -1.9319206 43.3197635, -1.9314056 43.3197572, -1.9304271 43.3192639, -1.930307 43.3187831, -1.9314311 43.3186778))	true
299	0	2	POLYGON ((-2.4155792315522073 43.03415950345745, -2.4156100914841705 43.03416465460037, -2.4156378492328554 43.03417908987183, -2.4156597876764216 43.03420139624688, -2.415673759327158 43.034229390222116, -2.415678396542545 43.034260331552204, -2.4156732453996304 43.034291191484165, -2.415658810128173 43.034318949232855, -2.4156365037531202 43.03434088767642, -2.415608509777879 43.03435485932715, -2.4155775684477923 43.03435949654254, -2.4145313684477925 43.03435079654255, -2.4145005085158293 43.03434564539963, -2.4144727507671444 43.03433121012817, -2.414450812323578 43.03430890375312, -2.414436840672842 43.034280909777884, -2.414432203457455 43.034249968447796, -2.4144373546003695 43.034219108515835, -2.4144517898718267 43.034191350767145, -2.4144740962468796 43.03416941232358, -2.4145020902221206 43.03415544067285, -2.4145330315522076 43.03415080345746, -2.4155792315522073 43.03415950345745))	true
300	0	3	POLYGON ((-1.9524659 43.3163573, -1.9525887 43.3163628, -1.9525509 43.3163626, -1.9524659 43.3163573))	true
301	0	4	POLYGON ((-1.55956 43.4636027, -1.562164 43.4639953, -1.5614181 43.4643521, -1.5598748 43.4639126, -1.55956 43.4636027))	true
302	0	4	POLYGON ((-1.9880174 43.2876905, -1.9883818 43.2878092, -1.9881996 43.2880906, -1.9878287 43.2879696, -1.9880174 43.2876905))	true
303	0	2	POLYGON ((-2.5057305254459536 43.065633423432075, -2.5057316688436293 43.065602157439116, -2.5057424180026104 43.065572775042085, -2.505761720720322 43.065548152394726, -2.505787687512265 43.065530699733316, -2.5058177765679224 43.06552212544595, -2.5058490425608837 43.06552326884363, -2.5058784249579147 43.06553401800261, -2.5059030476052753 43.06555332072032, -2.505920500266685 43.065579287512264, -2.505929074554046 43.06560937656792, -2.5059956745540464 43.06615927656792, -2.5059945311563707 43.06619054256088, -2.5059837819973896 43.06621992495791, -2.505964479279678 43.06624454760527, -2.505938512487735 43.06626200026668, -2.5059084234320776 43.066270574554046, -2.5058771574391163 43.06626943115637, -2.5058477750420853 43.06625868199739, -2.5058231523947248 43.06623937927968, -2.505805699733315 43.066213412487734, -2.505797125445954 43.06618332343208, -2.5057305254459536 43.065633423432075))	true
304	0	9	POLYGON ((-2.4113015 43.0322107, -2.411376 43.0322553, -2.4113568 43.0325045, -2.4108032 43.03238, -2.410927 43.0323347, -2.4113015 43.0322107))	true
305	0	5	POLYGON ((-2.4221051 43.3199065, -2.4449972 43.3213811, -2.4436074 43.3218373, -2.4220791 43.3202688, -2.4221051 43.3199065))	true
306	0	4	POLYGON ((-2.6427223 42.8500344, -2.6434598 42.8500592, -2.6438657 42.8501133, -2.6436 42.8503199, -2.6427223 42.8500344))	true
